time,x_fu,v_fu,x_zhen,v_zhen,theta_fu,omega_fu,theta_zhen,omega_zhen
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.010562629174763378,0.09599432903105236,0.0033416286361265994,0.04829080761580983,0.0015053057908430176,0.014688727415435563,0.0011664518111857902,0.017238417348175224
0.4,0.03478235961789903,0.13869392800070085,0.022308626820634718,0.1402451373616005,0.005774731972483552,0.02758548326963912,0.005641940839013101,0.02466912452929635
0.6000000000000001,0.06355521840779857,0.14344377900575445,0.05633342326313446,0.18811673252099123,0.012242371167196025,0.036394954456342936,0.012238088595375632,0.038849118906709064
0.8,0.08982102069257546,0.11286222650673115,0.09253835380419187,0.16229517815244782,0.02002661672896607,0.04041078191172663,0.01987938756868124,0.04050147635583518
1.0,0.10603953242667756,0.04278450140763694,0.11738265534672862,0.07852689438560759,0.028022020575095802,0.03870080284168649,0.028191496749557392,0.03790203470125536
1.2000000000000002,0.1046648428724415,-0.060876499860673304,0.12162784083061591,-0.040229860253246236,0.03510929436738331,0.03119048355279262,0.03521382198268241,0.03365903855448938
1.4000000000000001,0.08068551191012914,-0.1794018294562658,0.10026948620521439,-0.17418677691978893,0.04019790694544771,0.018959627548405102,0.0403852356180669,0.017310526914103466
1.6,0.033556429959130725,-0.288179755131196,0.052408839096164415,-0.3011630240405282,0.042417667994974595,0.0028222496481140717,0.042752800173635336,0.004078498075531179
1.8,-0.03233840095397342,-0.363403751146894,-0.01801119172384337,-0.3954383706447304,0.04121418211302384,-0.015107600593534526,0.04139633274213636,-0.015177070830893737
2.0,-0.10828649877140367,-0.386106927087885,-0.10199235436313797,-0.43339695477146123,0.036378075704026125,-0.03299244754057256,0.03669265651740478,-0.034099225256200794
2.2,-0.18250440985836808,-0.3449967532637311,-0.18658282084442734,-0.3999658585181336,0.028141689843923626,-0.048909394226481835,0.02832207425889176,-0.04775182142506547
2.4000000000000004,-0.24192092021547282,-0.23880580232080661,-0.2569937427060432,-0.2921895102680523,0.017095189723541356,-0.06078437502293984,0.017187193808755614,-0.06260217244039702
2.6,-0.27432722817443805,-0.07747803008737096,-0.29913623817518376,-0.11997820170466864,0.004160284080360486,-0.06752728006272748,0.004296412827497408,-0.0676932990960901
2.8000000000000003,-0.2705782979662808,0.1185912997590533,-0.30211415713930145,0.09498938235458466,-0.00950512625434229,-0.06816666901109597,-0.009604475189593915,-0.06738637884212471
3.0,-0.22644397682753428,0.321238395391438,-0.26032142482602944,0.32208360673191466,-0.02267530644073345,-0.06249030931952,-0.022785368433633255,-0.06472580555506467
3.2,-0.1437644348146814,0.4987054708655861,-0.1748253937412185,0.526036251344341,-0.03415027298624027,-0.05135503057394368,-0.03424432826303798,-0.050736401843207116
3.4000000000000004,-0.030682266862675313,0.620580456601866,-0.05376386106502663,0.6723458275311246,-0.042909635705091126,-0.03572862912924836,-0.04321965761741327,-0.035230699696331816
3.6,0.09913153296064464,0.6627724382932211,0.08836861458842031,0.7328646159847154,-0.04825126478675377,-0.017340005845836517,-0.04847977639569537,-0.019013407448477133
3.8000000000000003,0.22818188123497044,0.611740989809847,0.232500886989429,0.6906696773531067,-0.0498215248959396,0.0015873998047424118,-0.050059913648317654,0.0029398372116318317
4.0,0.337565543033263,0.4672569869638546,0.35760173478775964,0.5434870778244337,-0.047687534081675864,0.019309838741213513,-0.04799351416057549,0.018873547470106333
4.2,0.4097553337275017,0.24327103328560462,0.443770018889552,0.3049205987175496,-0.04232280088091146,0.03372945759666226,-0.042452273036881906,0.0339620206859077
4.4,0.4313411673711716,-0.03338034108004238,0.47534402358400274,0.0033486354677974006,-0.03451165464468817,0.043444616866091364,-0.034682592705495036,0.04448588315058395
4.6000000000000005,0.3953101956699533,-0.32626503629374193,0.4435402752284377,-0.32156155378260454,-0.025310546075423684,0.047637112113110246,-0.02529770645135836,0.04710031407204061
4.800000000000001,0.30249750196241076,-0.5942522701356363,0.3482033772766546,-0.6242259601360294,-0.01586604400516179,0.04582547473374464,-0.015798120685845456,0.04742979489579916
5.0,0.16195051282994008,-0.7973593580597003,0.198350869787951,-0.8596175802000604,-0.0073262683960455405,0.038728972449624206,-0.007203131622206928,0.037766837275578835
5.2,-0.009900160476943143,-0.9026907255626903,0.011388780203070395,-0.989961468037357,-0.000689876922857545,0.027063907580729636,-0.00042885582947894485,0.028006694244094677
5.4,-0.19119599500599233,-0.8896121072892185,-0.18894803142773947,-0.9906056507118443,0.003319835474994552,0.012635750686242501,0.003465271816863417,0.012716378549059642
5.6000000000000005,-0.35749264583613477,-0.7533333626454779,-0.3756761578708738,-0.8542418591912428,0.0043005716332795586,-0.002762253441204859,0.004547330660134872,-0.0038428686382884266
5.800000000000001,-0.4851109548233067,-0.5063307420768012,-0.5222620616941178,-0.5927609445924069,0.0022701061609254167,-0.017221658654915786,0.0024444563959397625,-0.016355410604108042
6.0,-0.5545290358336428,-0.17732660197585093,-0.6064208950055289,-0.23638612883936377,-0.0023787440128153377,-0.028675475364271213,-0.0023103706756023366,-0.029335930587200253
6.2,-0.5533295635899425,0.19210253185556572,-0.6134691835129938,0.16989548136097907,-0.008907964931045452,-0.03572744655991602,-0.00881759782507762,-0.03669105197541232
6.4,-0.47826233299905174,0.5528860365323963,-0.5387269445035434,0.5721571101357079,-0.01631459981385644,-0.03740146533793202,-0.016317615160943356,-0.03676327718801731
6.6000000000000005,-0.3360944478732555,0.8550868519273267,-0.38859245253477814,0.9148301480406997,-0.023471097792372084,-0.0332498976095014,-0.023598445699968065,-0.033794070732358336
6.800000000000001,-0.1430817882012745,1.0548974764682644,-0.18009521606531087,1.1484453145476228,-0.029257456166831224,-0.023738711254227256,-0.029371864010528086,-0.02478519467341061
7.0,0.0769119269747618,1.1210043249593238,0.06105621694398539,1.2367541148333152,-0.03268603091391009,-0.009953025979884667,-0.0328854224899903,-0.009349825836388707
